area,bedrooms,bathrooms,floors,age,location_score,distance_to_city,price
3064,2,2,2,29,6,29,8546285.050969498
2975,2,2,2,0,7,21,9042326.58098356
659,2,2,1,24,6,2,1991842.9642006748
2696,3,2,2,19,3,27,7622866.327310312
3323,4,3,2,20,9,4,10538216.010057244
3801,1,3,2,18,4,25,10904138.88080411
2235,5,2,2,29,5,2,6836449.125524354
2085,3,1,1,17,5,13,6076478.7701447
566,1,2,1,27,3,4,1343655.270912768
3561,4,3,1,29,2,29,9700627.885621527
2928,3,1,1,22,8,26,8420036.647041166
557,1,2,2,26,7,21,1273494.0953729642
3830,3,1,2,4,5,26,11405352.656621564
841,1,2,1,26,1,15,1836341.4197518702
1653,1,3,1,25,1,29,3997288.199131058
3274,4,2,2,29,8,26,9473503.025553066
1695,5,1,1,2,4,21,5113255.532521188
3317,4,3,2,1,4,12,10262744.268819746
3161,1,2,1,25,9,12,9475955.216736926
1732,3,2,2,21,2,5,4944105.868282174
2901,4,2,2,9,5,29,8487792.619011076
1994,5,2,1,5,6,10,6394215.369903069
2321,1,3,1,18,6,26,6636348.325822958
615,4,3,1,28,3,2,1786366.7770823059
3835,4,2,2,24,6,8,11664488.201597584
1161,4,3,1,16,5,27,3128655.3708399935
1965,4,1,1,18,8,5,6202292.542021842
3000,3,3,1,12,4,22,8853922.82410126
2368,5,1,1,16,3,8,7102135.054797734
2834,5,1,1,22,6,24,8161596.849539082
3874,1,3,2,17,9,13,11808065.140788417
1516,2,2,1,10,8,29,4392529.090755664
810,3,3,1,26,8,13,2486697.491904642
707,1,1,1,27,3,26,1220863.8883326843
3165,1,1,1,19,1,23,8767051.673937935
2993,4,3,2,19,3,15,8891610.281650577
3217,2,1,2,29,3,15,9171879.03712759
1132,2,3,1,12,6,24,3296414.299777798
2602,3,3,1,23,3,26,7186604.777595603
3459,2,2,1,10,2,11,10272211.097972143
3583,1,1,2,19,9,23,10545305.958955884
1156,2,3,2,18,6,10,3671120.2846181355
1923,2,1,1,9,5,6,6003862.496401944
2431,5,3,2,27,3,5,7269504.376656335
3527,1,3,2,2,7,5,11123273.897122996
3062,2,2,2,20,7,8,9209377.695142323
2179,2,3,2,5,4,1,6853483.412759631
736,4,2,2,6,2,2,2463339.9809583668
3850,2,1,2,28,2,17,10887916.086752137
847,2,2,1,20,8,29,2208437.18621872
3174,5,2,2,22,4,26,9142420.227427213
3675,1,1,1,19,7,7,11079992.194613056
1129,3,2,2,4,3,29,3098165.873193457
2040,1,2,1,21,9,25,5846012.872439553
2503,4,3,2,8,9,23,7828806.554593398
1771,1,2,1,21,7,9,5271491.18183695
863,2,3,1,9,7,4,3013291.825167056
2868,4,2,2,13,1,7,8588558.919984799
785,1,1,1,10,8,28,2096389.8082048453
648,4,1,1,16,2,10,1709431.544528661
1607,3,2,2,27,8,16,4748847.525871255
2953,1,3,1,10,2,10,8841643.115730567
3525,2,2,2,6,1,7,10595633.842894632
955,4,3,1,29,8,26,2562368.0673491806
2266,5,2,1,10,4,26,6561071.366508009
1299,4,1,2,12,6,2,4356931.18103912
1684,5,1,1,26,1,2,4801271.057503491
1512,2,3,1,18,9,8,4782026.431675777
3331,3,2,2,5,7,14,10353512.440806365
3007,5,3,2,1,5,18,9309141.481113575
2023,3,1,2,13,6,1,6380747.3383000735
3285,4,3,1,27,3,17,9409043.912542474
3056,2,2,1,15,9,17,9319144.65045561
980,5,3,2,6,2,22,2798723.680997525
2186,4,2,1,0,1,5,6689591.8852368845
2661,1,2,1,28,1,16,7330834.1828173585
3296,4,1,1,1,2,7,10108725.582420416
2101,3,2,1,8,6,15,6519438.64569406
2908,2,2,1,24,6,19,8406622.48534043
840,2,2,2,22,9,21,2392510.165351159
3317,4,3,2,17,4,2,10228731.53086185
2510,1,1,1,20,8,27,7150871.484949007
3308,3,3,1,19,4,16,9795714.591393514
3516,4,3,1,17,3,25,10187261.371676346
2996,4,1,2,17,4,9,9047275.130414883
2366,2,3,2,9,1,20,6777184.060933547
1334,3,3,2,7,9,18,4366031.804015933
1703,1,2,2,20,5,10,4970010.672092583
2225,2,3,2,7,7,24,6748806.036104208
3978,4,1,1,1,3,20,11872858.713384025
2189,2,3,1,17,5,21,6269856.499898408
3767,2,2,1,10,4,4,11484431.093110126
810,5,3,1,10,7,2,3018702.7488789978
761,2,1,2,18,5,14,2110632.384370977
1942,2,2,1,10,2,22,5416118.299992658
905,3,3,1,9,3,1,2996048.9860554747
2690,2,1,1,7,8,28,8032787.82129653
841,1,1,1,14,3,8,2296606.152103671
1839,4,3,2,7,7,11,5990118.106358594
3672,3,3,2,18,5,1,11276909.299615974
743,2,2,1,0,7,5,2776607.333035632
989,1,3,1,22,9,25,2593130.8415869446
511,4,2,1,19,7,13,1580731.254200908
3810,3,3,1,2,6,17,11690954.326386428
1060,1,1,2,20,1,10,2725403.495085874
541,2,1,2,11,4,23,1294184.9792312703
3225,5,1,1,15,8,7,10064794.886340318
1093,5,1,1,21,1,13,2934127.782176138
1952,3,2,2,15,6,21,5824138.621419935
2326,1,1,2,29,2,4,6594341.56349803
3729,4,2,1,16,9,25,11316521.634778848
3787,1,2,1,27,8,21,11135280.479358727
2193,5,2,1,27,9,13,6775951.470560424
633,3,3,2,15,9,1,2574883.0955176074
3638,2,2,2,8,2,25,10526316.344740963
3578,1,3,2,21,2,11,10474929.464080488
1447,5,2,2,18,9,28,4406609.425839937
572,4,3,2,0,2,21,1706581.2725817396
898,3,3,1,28,4,9,2482350.889693347
1928,2,1,1,24,2,13,5327560.084968463
3125,1,2,1,17,1,11,8974945.658469394
3406,4,3,1,29,7,27,9856867.51162762
629,2,1,2,25,5,8,1685415.8202371586
3478,5,2,1,5,3,29,10186246.235254796
3777,5,1,2,5,8,28,11391620.13760441
2311,4,3,2,11,5,26,6781058.167834399
2501,5,1,1,2,1,7,7641188.6689652465
765,3,1,1,10,9,29,2217209.541063556
2060,4,2,1,5,5,27,5971196.002212556
2485,5,3,1,13,3,28,7114946.293352769
1292,1,2,1,17,6,22,3536760.314450623
2800,5,2,1,15,8,25,8438122.01540986
3369,3,1,2,23,2,28,9344271.045586212
1812,2,3,2,12,3,20,5218050.344468026
663,2,2,2,0,7,15,2320734.0799313337
594,5,3,1,5,2,15,1867038.0327883044
2305,2,2,2,13,5,21,6825446.538305139
3380,5,1,1,16,9,12,10431819.703417668
1633,3,2,1,24,7,17,4774546.924142676
2883,2,2,2,12,3,23,8221799.096491133
1321,1,2,2,12,2,6,3896135.96952317
737,5,3,1,8,9,13,2643620.1927372324
2928,2,1,1,5,9,16,9117192.8859891
3446,3,3,2,5,9,27,10483445.331673207
3030,3,2,2,24,3,23,8572363.090635667
2460,1,1,2,29,1,1,7020230.595202405
3449,3,3,2,4,9,13,10879960.370466359
1548,3,2,2,24,7,7,4807878.35362249
2176,2,1,2,20,2,13,6206105.32562022
3688,5,1,1,13,6,7,11348047.029058155
3029,4,2,2,13,9,8,9652018.806725333
3963,3,1,1,3,8,18,12147670.244334476
3464,3,1,1,1,6,17,10449939.57027476
3541,4,3,2,1,6,16,11003795.319314184
1463,3,1,2,28,8,28,3916605.703632839
1036,2,3,2,16,9,17,3243839.0277519315
3650,2,3,1,9,8,8,11259109.528753689
2103,4,3,1,13,1,7,6288952.354350937
3744,3,3,2,18,2,25,10672522.13290361
2479,3,1,2,16,6,18,7320848.849444106
3583,5,1,1,28,8,4,11021854.278638402
627,3,3,1,21,4,24,1315639.2252847548
591,2,1,2,29,4,22,1151589.1762877414
1042,1,3,2,10,2,2,3255566.6166694895
1345,1,3,2,28,1,16,3376870.7686732537
2181,1,3,1,6,9,26,6638288.939168497
3536,1,2,1,8,7,18,10682210.98125627
2351,3,1,2,13,9,23,7114498.370596589
2994,3,1,2,22,2,25,8279405.708241883
889,5,3,2,3,5,8,3154578.78593326
3219,3,1,1,13,2,14,9405841.308610296
2384,1,3,1,19,7,18,6875354.208795695
542,4,1,1,23,9,19,1565981.0593697587
753,4,3,2,19,3,24,1918781.7899719095
3701,2,3,2,16,1,4,11003440.297352493
1583,2,2,2,24,4,22,4279364.551433635
3210,3,3,1,18,4,28,9173628.606366035
3014,4,2,1,29,6,14,8892575.469949877
2834,1,1,1,16,5,2,8586101.600568667
3558,1,1,2,24,5,17,10266355.283198006
2040,1,2,2,26,9,6,6285456.39320057
2453,3,1,1,26,1,8,6889215.949207626
3325,3,2,2,13,8,29,9804951.479479464
2892,5,1,2,12,8,16,9006040.480868848
1141,1,2,1,25,8,21,3073236.363949878
2929,1,2,1,13,3,1,8887526.278206607
1189,3,3,1,25,8,26,3276867.6431187396
1776,3,1,1,15,2,18,4937518.9158508945
2450,5,3,1,20,8,3,7828354.868218828
1579,5,2,2,27,8,29,4456096.940611209
1986,2,3,1,14,3,29,5464901.173163174
956,4,2,2,29,4,28,2160994.790786763
1482,1,1,2,24,9,18,4257224.334323395
2630,1,1,1,18,9,25,7650046.314652338
1622,5,1,1,21,9,10,5163687.660741077
648,5,2,2,10,6,2,2518087.702002225
1852,2,3,2,11,1,19,5286976.578136721
1679,4,1,2,10,8,25,5034067.721015046
689,2,2,1,27,9,11,1999400.0777304587
1382,4,3,2,22,8,19,4186689.898729699
2810,1,2,1,4,1,24,7981154.441170409
3651,2,2,1,27,6,24,10426166.925481318
899,5,1,2,7,9,27,2912371.9442072636
3311,2,2,1,25,9,3,10106321.130340848
1108,2,2,2,5,7,10,3617416.6953313695
3831,1,3,2,15,7,16,11402926.678668175
2295,5,1,1,11,4,28,6529523.819759735
2138,5,2,1,5,7,26,6565085.280323713
2075,3,2,2,12,5,3,6475842.210167743
3332,3,3,1,6,5,24,9907936.575154068
2648,3,2,1,7,1,19,7664246.785117568
1882,1,2,2,11,2,20,5333353.661572918
1903,2,2,1,28,9,21,5410897.661822459
1319,5,2,2,1,2,7,4246895.711298021
3792,5,2,2,22,2,17,11092752.002777224
1319,2,3,1,8,9,8,4403385.766612124
919,5,2,2,12,3,3,3102473.281013515
623,2,2,1,16,2,7,1731845.1599580415
921,1,2,2,12,7,27,2439720.849838057
3802,1,2,1,15,9,10,11668659.482324699
3634,1,1,2,27,6,27,10289584.641855054
2008,2,1,2,0,7,19,6236895.990645564
2097,2,1,1,6,3,25,5894696.640073376
1267,4,1,1,12,3,15,3746775.262688351
2544,5,3,1,13,8,26,7539565.431846501
3030,5,1,1,20,7,15,9049365.177534778
3066,4,3,1,16,5,5,9406573.529877529
2702,4,1,1,29,6,3,8165176.134168569
2639,1,3,1,15,9,3,8351876.560001704
3529,4,1,1,14,3,29,10026672.56047644
2049,2,2,1,28,3,4,5923497.294823637
3002,3,1,2,16,6,15,8904122.579978418
2264,2,1,1,1,8,16,7120174.316912819
2544,4,1,2,26,5,5,7631999.751701287
3145,5,2,1,25,1,21,8863552.483378459
1009,2,3,1,24,3,8,2811680.841279086
1706,5,3,2,27,8,10,5346090.390878008
885,2,2,2,11,4,22,2374465.4702237532
2097,5,1,1,2,9,21,6639162.082180772
2952,2,1,2,8,6,2,9285722.260950405
2793,5,1,1,5,4,14,8456109.241914567
1241,3,3,2,28,4,5,3748763.312604987
3208,1,3,1,25,5,7,9559389.63966214
3197,2,2,2,5,7,11,9868180.257511038
2411,3,2,1,6,7,3,7789405.307247766
1946,1,3,2,25,7,12,5807111.584661129
1400,2,1,1,26,5,14,3830375.1183411945
2612,3,1,2,7,9,23,7973503.179870871
3584,3,1,1,26,2,29,9926032.55117418
2760,3,1,1,2,8,1,9062645.523274591
2509,4,2,1,23,8,29,7121397.448265922
741,5,2,2,14,3,22,1998869.3946326545
3040,1,3,2,21,5,16,8863963.777668655
3784,5,2,2,5,8,15,11739076.296797307
2885,5,1,2,10,9,1,9339670.771434998
2520,5,3,2,29,7,23,7268955.816172544
672,3,2,1,2,4,22,1956787.7122060922
1171,5,2,2,15,4,13,3622577.2718716916
663,4,2,1,5,3,26,1609921.2166535943
964,2,2,1,10,8,27,2782932.3703703424
3542,3,2,1,28,6,15,10313375.692655439
996,1,1,1,7,6,17,2989561.9328502635
1199,2,1,1,28,9,9,3662907.7076786375
2942,2,1,2,22,3,5,8733402.053613111
1202,2,2,1,9,4,27,3226121.4322966347
2440,5,3,2,9,3,23,7178209.809329773
2855,5,1,1,22,3,12,8421644.864569977
2291,3,1,1,2,1,17,6681442.621471698
682,5,2,2,25,6,11,2083802.457380202
1128,5,3,2,13,9,11,3875891.2121277535
3057,5,1,1,18,5,24,8897758.034285191
2231,3,1,1,20,2,8,6384664.887667961
1045,3,3,1,27,4,15,2765322.9027060913
2087,4,2,2,20,6,25,6000610.725747473
1123,4,3,2,8,7,2,4070694.219978815
1093,4,2,1,12,7,22,3270410.3262972347
1243,4,1,2,8,4,10,3786302.389422581
3798,2,3,2,25,5,21,10959477.95148672
2268,2,3,2,20,4,22,6476948.924189382
1959,4,1,2,11,6,14,6044854.579938664
2448,4,1,2,13,7,5,7722791.496464475
3993,1,2,2,4,2,27,11503553.04700496
3101,2,1,2,5,3,17,9216677.630069468
2568,1,1,1,12,8,18,7659641.386710836
3101,1,3,2,12,7,19,9299367.133182298
2944,5,2,2,23,1,7,8618683.703574024
3172,3,1,1,5,4,26,9221385.793782314
604,2,3,2,13,5,25,1527720.005288812
2739,4,1,2,10,3,18,8080853.223897904
516,4,1,2,28,4,12,1275213.0919056544
3691,3,1,2,12,7,15,11194082.438115919
892,2,1,1,11,8,29,2515871.66103821
924,4,2,2,29,9,14,2791577.0311477263
2676,4,3,1,15,2,10,8019986.431805895
3701,5,3,2,5,4,17,11269910.145573167
1071,1,1,2,8,1,1,3224910.9069643277
2576,4,3,2,16,3,4,7902832.402176525
1620,2,1,2,29,8,9,4862410.718485207
3581,3,3,1,19,7,4,10992121.76537675
741,5,2,1,15,8,19,2286282.4048319072
2779,2,2,1,25,6,26,7856827.625388972
1288,5,3,1,28,5,24,3500984.8765230966
3855,1,1,1,25,9,25,11216885.408729685
1214,4,1,2,11,5,5,3919731.1690887413
1258,2,1,1,17,9,18,3776417.8120695716
3349,3,1,1,8,4,15,9952066.911066111
1275,1,2,2,2,5,20,3876500.342665589
3273,1,1,1,9,1,26,9189939.585947605
2747,5,1,2,10,6,8,8643454.029488731
3492,1,1,1,1,3,2,10742482.905439895
578,2,1,2,7,2,25,1319186.366011534
3503,5,2,1,19,6,13,10584445.71152635
1355,1,3,2,10,1,27,3479975.4026793763
3744,3,3,1,17,9,13,11535366.601362871
3014,2,1,1,19,5,28,8411867.72874634
3128,3,1,2,6,7,14,9620658.19868444
1939,3,3,2,13,9,15,6113863.437869389
3487,5,2,2,6,9,29,10626735.55719122
2996,4,2,1,0,7,21,9303093.112879774
2634,5,2,2,28,4,12,7643848.886930679
2648,2,2,1,11,4,23,7656123.586411714
1531,2,2,2,27,7,5,4651047.35580462
1344,5,2,1,0,8,3,4909653.76230389
3771,4,2,2,2,7,18,11672707.586430864
586,5,2,2,1,4,3,2326626.4963071053
2590,2,2,1,2,4,14,7810304.25297798
3956,4,1,2,3,8,2,12645123.569268458
907,2,2,2,13,9,18,2861201.55676494
3211,4,1,2,22,7,13,9662634.39446631
3588,4,3,1,17,3,2,10953131.588752225
2168,5,1,1,22,1,12,6227783.401186654
647,5,3,2,4,5,27,1874462.6879393838
2824,5,1,2,14,6,2,8961336.216211438
731,4,3,1,15,9,8,2717924.662999183
2450,4,1,1,7,5,29,7096771.927090472
865,2,1,2,23,1,5,2232346.8948184736
3799,3,3,1,20,4,29,10849973.691208424
2174,5,2,2,25,2,25,5917858.178628501
935,2,2,2,7,4,11,3085609.7948484453
898,2,2,1,27,7,13,2535706.3400208014
1734,1,2,1,29,9,28,4677774.179545395
1914,5,2,1,24,3,21,5223521.489558775
3046,2,1,1,6,3,17,8924392.521328814
3087,1,2,1,5,4,24,9035283.502307316
1062,5,1,1,6,7,16,3389325.9111920595
2989,4,3,1,22,6,19,8717018.105445586
1784,1,2,1,18,5,26,4891815.346490745
1272,4,2,2,21,4,27,3322229.1822027466
2897,3,2,2,21,8,26,8457703.129219456
2537,3,2,1,26,4,15,7274930.788838641
3923,3,1,2,24,3,18,11297030.165594226
3067,3,1,2,0,7,29,9146249.997462401
1843,2,1,2,12,2,6,5455998.789126131
2685,3,3,2,6,4,4,8458450.599494722
2073,2,1,2,0,8,4,6892339.273917906
1491,2,2,1,9,4,13,4522959.003724882
2915,5,3,1,12,7,9,9170589.096833663
3791,2,3,1,3,2,10,11389942.72804366
3908,2,2,1,28,5,14,11434316.833102584
1746,3,2,1,6,4,28,5021671.708263714
859,2,2,1,5,9,8,3071793.841909193
1420,4,2,2,5,7,3,4943138.949182019
2876,3,1,1,20,9,9,8886315.101154894
3509,1,3,2,10,7,29,10328988.742873726
3010,3,2,1,22,2,1,8886134.714704685
3493,2,1,2,8,2,15,10443416.675439874
1462,4,2,2,29,2,15,3889613.486806395
2327,3,1,1,21,5,28,6449002.5384474015
3953,4,2,1,25,1,7,11599945.109081548
3383,1,2,1,6,7,15,10273334.68612323
2113,1,2,1,8,2,7,6355998.40533098
2140,5,1,2,22,4,13,6294958.894336056
2716,5,2,1,5,9,12,8696237.049878696
716,3,1,1,18,8,18,2046626.9139825273
877,5,1,2,13,2,7,2677126.6806700663
618,4,3,2,0,4,7,2347150.5846316633
689,5,1,1,25,4,15,1776235.998291299
3314,4,1,1,15,2,9,9859730.527165769
869,5,1,2,8,2,6,2879770.6452678028
2301,5,1,1,22,5,26,6467824.265514921
2696,5,1,2,14,4,27,7830213.511617493
1151,2,3,2,18,8,26,3281950.514390489
2382,2,2,1,9,4,9,7236356.383567794
2011,5,3,2,15,8,19,6238569.85644444
1269,4,3,1,24,5,24,3426708.231877142
2921,3,2,1,2,1,20,8502069.706136715
1280,1,1,1,18,9,16,3793547.462897776
2216,2,2,2,12,8,16,6777972.776426969
2707,5,1,1,13,1,27,7488520.607487309
2898,1,2,1,6,3,1,8848442.681723902
1811,2,3,2,1,3,23,5313420.644266162
3859,3,1,1,25,5,13,11293256.278365767
3439,4,3,1,13,7,19,10399706.604769817
1749,5,1,1,22,1,4,5128289.259938098
1022,3,2,2,22,1,19,2523424.422835198
1021,2,2,2,16,6,22,2847516.8931472404
1282,5,2,1,12,5,10,3963651.75312506
2820,1,2,1,25,3,13,7997482.240591176
1435,4,2,1,26,3,1,4236179.915353771
3973,2,3,2,1,4,13,12158628.054821657
2730,4,3,1,4,2,10,8290140.221017482
2188,5,1,1,29,9,15,6501763.252573696
987,3,3,1,3,4,29,2807009.7045648634
2350,4,1,2,29,3,15,6524838.831318129
1345,1,1,2,2,7,7,4554485.161362531
2671,2,3,2,25,9,26,7768298.172148367
3532,1,3,2,13,2,14,10329174.87734184
3337,4,1,2,10,6,8,10319372.789717237
2961,3,3,1,7,5,19,8942000.424431305
2503,3,3,1,22,1,25,6804871.833704354
2248,1,3,1,8,7,18,6812696.837737164
3743,5,2,1,15,1,15,10970716.38124699
3859,5,2,2,2,9,26,11883957.364171045
1185,3,1,2,9,4,27,3302504.2479152344
2660,1,3,1,0,8,26,8046255.524613941
3435,1,1,2,8,1,9,10085850.898174321
2669,1,3,1,15,5,12,7952285.922549247
2067,4,2,2,8,3,21,5994444.073603491
1745,5,3,1,27,4,22,4878699.865751835
538,5,3,1,11,4,14,1724560.5982054404
3044,4,3,1,0,8,2,9866173.24843963
1279,2,2,2,15,3,5,3881042.927714678
1756,4,2,1,29,1,22,4489340.0800261935
3490,1,2,1,7,5,5,10768719.295549568
2696,4,1,2,13,2,14,7920975.615564576
3968,1,3,1,13,6,4,12138099.528703742
3569,3,2,2,9,4,24,10476987.850001128
3208,1,1,2,0,9,2,10349218.38206273
2427,5,2,2,5,7,1,7931840.89543067
801,4,3,1,8,2,2,2634540.517360735
3931,1,1,2,18,7,13,11707802.386240635
2785,2,2,2,21,8,27,8039020.045097154
1146,3,2,2,15,3,20,3192618.3626051936
1162,2,1,1,18,3,17,3161937.927982742
2783,2,1,2,10,2,25,7884455.565622109
2259,2,1,1,29,1,13,6081867.33982095
2750,3,1,2,20,3,17,7824228.909194033
755,3,1,2,10,7,5,2665438.6964944326
1097,3,2,1,13,9,24,3248594.4919541064
1161,3,1,1,6,9,25,3576787.266828144
734,2,1,1,26,6,25,1644048.2248832262
1868,5,3,2,25,6,8,5753345.102977005
3081,5,2,2,11,5,22,9218044.606836092
3407,3,3,1,19,2,22,9614677.98241267
1269,4,2,1,19,7,29,3444003.1309146173
3088,1,2,1,22,1,12,8696941.922820956
712,4,2,1,4,6,9,2528659.377255243
962,4,1,1,0,4,18,2991093.8878116827
2983,4,3,2,10,3,16,8890525.962777734
782,5,2,2,14,1,19,2209035.1056718105
1986,1,2,1,9,6,22,5859408.851918491
1930,4,2,1,28,7,8,5768158.66118351
587,3,3,2,14,1,7,1762397.3640330324
1567,5,2,1,27,1,24,4064239.8846558956
960,3,3,1,12,7,21,2822467.070007271
2825,3,3,1,14,6,9,8610763.628538664
2968,4,1,1,1,7,22,9100241.17935634
2224,3,2,2,21,8,12,6855014.232761797
1876,1,2,1,12,8,14,5764344.545048757
3243,3,3,2,11,9,10,10122867.081507314
1014,4,3,2,24,9,16,3122306.155206323
1202,3,1,2,22,7,29,3161582.3495393014
2153,5,2,2,3,9,2,7411019.231010777
2566,5,3,1,27,6,6,7736989.032898464
522,5,2,2,11,9,11,2027992.8979789852
2960,2,2,1,14,2,4,8842974.394915046
1553,5,2,1,12,2,5,4783811.546752193
2330,5,3,2,1,6,5,7730115.667188387
2655,2,2,1,19,3,17,7538871.606694103
3938,5,3,1,15,2,26,11438002.185641589
1804,4,1,2,13,8,5,5942651.8506343635
3699,5,1,2,20,7,26,10891837.478129411
3800,5,3,2,1,8,11,12058055.763136571
1634,2,2,1,16,6,9,5061343.112340786
2683,4,1,1,15,9,15,8297368.513270572
861,3,1,2,3,9,24,2798585.987242872
3757,1,3,2,10,2,24,10782488.660525253
2676,4,3,1,12,5,3,8458116.664884618
2399,3,3,1,5,9,16,7574706.126405259
1784,4,3,2,16,3,9,5360098.851368268
1014,3,3,1,0,5,25,3009200.2188330293
948,3,3,1,8,8,26,2855173.4335256177
2423,4,3,2,20,2,23,6824010.306004391
3675,2,2,2,17,6,6,11169345.377240801
2006,4,2,1,10,4,9,6168091.11228869
1747,4,2,1,13,6,27,4990727.533267586
2355,3,2,1,1,3,22,6979405.162368464
1373,1,1,1,19,6,19,3798961.83399524
3020,3,2,2,10,7,6,9428426.276225628
3581,5,1,1,1,3,11,10971743.886052834
1928,4,1,2,3,5,2,6345653.405487726
2849,4,1,1,26,8,18,8386364.49944124
2778,2,3,2,12,2,28,7700080.024555246
2254,3,1,1,5,7,7,7259596.481290056
1422,2,1,1,6,1,24,3735683.1098084473
3637,4,1,2,21,7,23,10746806.748214778
3484,3,3,1,19,1,21,9878024.928850198
2659,3,2,2,25,4,4,7942211.662442028
1536,5,2,2,2,4,24,4628075.170283105
1916,5,1,2,3,5,28,5748150.450941093
3047,1,1,1,27,2,25,8247658.947363789
3479,5,2,1,20,6,7,10639239.04172391
3145,3,2,1,19,6,17,9239099.552420875
2781,5,2,2,2,8,4,9227888.72032103
3149,1,2,1,0,1,13,9266001.796722094
813,4,1,1,18,4,20,2194039.150558685
3113,5,1,2,26,2,26,8577688.716624312
3583,3,1,2,20,8,19,10784610.371597651
2756,4,2,2,12,4,4,8568620.116772436
2497,3,3,2,13,8,25,7460224.475334307
1537,4,2,1,21,2,13,4236836.034155286
2156,3,2,2,27,4,1,6472200.689367598
3989,5,3,2,15,9,2,12689937.503239904
3948,5,3,1,29,5,7,11821868.959007738
3591,1,2,1,28,6,25,10137638.801149225
3134,4,3,2,3,9,23,9730643.164809702
2278,1,3,1,16,9,17,6958065.482872363
1514,2,3,1,9,7,29,4341017.745955902
1593,5,2,2,28,2,7,4592510.412410155
3782,4,2,1,6,7,22,11493324.57875622
1624,1,3,2,12,9,13,5094920.98382409
1197,1,1,1,24,2,17,2940932.1775007597
2679,2,3,1,12,7,1,8557661.233988056
1904,1,3,1,21,7,28,5276530.859747789
1655,3,2,1,13,3,2,5137285.086747905
1543,5,1,2,5,6,6,5137799.465472014
2429,1,3,2,15,8,12,7521387.203055932
3083,1,1,1,8,8,13,9541598.085959088
1513,2,2,1,19,3,20,4030205.8914408376
726,3,1,1,15,6,20,2057277.8491174702
3725,1,2,2,20,2,22,10486184.815480955
2328,5,3,1,20,2,9,6909423.390722667
1992,5,2,2,29,8,17,5943020.348127872
1321,1,1,1,11,5,18,3705793.055774207
2523,3,1,2,15,5,8,7725277.600061667
1370,5,1,2,4,4,8,4420195.176379921
2952,5,3,1,23,4,27,8477640.40717554
2749,3,1,2,10,8,11,8599180.56806347
2585,3,1,1,0,3,22,7627292.327472712
3489,1,1,2,9,3,22,10073633.356556516
2295,4,2,2,10,8,28,6915394.93578302
687,2,1,1,14,3,8,1978057.5952765136
1580,4,2,2,25,2,18,4277119.54518371
1440,4,1,1,26,5,18,3932484.497392399
3591,5,2,2,2,3,13,10994608.359750196
2820,3,2,1,23,6,1,8608113.146942122
3690,5,3,2,14,7,15,11239257.807128163
3130,2,3,2,10,3,22,9113011.110681813
3063,1,2,1,8,9,6,9603316.031130353
3792,2,2,2,1,1,6,11616925.413164396
1025,5,3,1,11,7,13,3493853.297847106
835,5,2,1,19,4,27,2097650.357515012
3245,5,3,2,29,7,2,9923488.401464954
1578,5,3,1,15,9,23,4891888.758556435
3047,4,1,1,23,9,19,9095090.93535271
3447,1,1,1,15,1,17,9861728.772015044
3313,4,3,1,20,4,1,10174945.447099037
3083,5,3,1,0,7,14,9731161.446028387
661,3,2,1,15,6,16,1934739.1451717117
1093,4,3,2,5,9,15,3782077.3798223953
2438,5,3,1,13,7,9,7678139.660818246
2706,5,1,1,24,3,19,7613801.8434392065
3759,1,3,2,24,7,8,11326119.290019061
559,2,2,1,10,5,15,1656067.8479581047
3462,4,3,1,0,2,10,10589673.864713214
3890,4,1,1,19,3,23,11208726.171211971
2401,4,1,2,16,6,29,6904319.433101089
2758,5,1,2,22,6,2,8622286.009325774
905,1,1,1,18,7,18,2559789.7472089054
1163,5,3,1,1,6,20,3820593.710786893
1632,5,2,2,13,9,2,5561105.385757316
1599,3,2,1,7,5,21,4675948.332769291
1041,1,2,2,24,5,12,2930565.604369339
1837,4,3,1,22,8,10,5796407.529002172
1497,2,3,1,21,8,12,4603420.864152532
1640,4,3,2,25,1,7,4701492.923524409
3474,5,2,1,28,3,2,10372344.657835623
1367,1,3,2,26,6,25,3739033.76314787
2566,1,3,2,5,6,1,8254646.129680871
931,1,1,1,8,1,2,2763005.026530276
1239,3,1,1,4,2,23,3521191.529463607
1873,4,2,2,4,7,28,5755107.191330389
682,3,1,2,17,1,21,1439350.9551306479
2660,2,1,1,21,5,17,7593624.225413054
1706,5,1,1,13,1,20,4737691.019786571
3028,3,3,1,11,6,8,9427789.365701033
1669,3,1,1,27,7,21,4623014.287574127
1330,5,1,2,11,8,12,4339007.34675453
2151,1,1,2,21,3,2,6393702.632668968
1636,5,3,1,5,3,9,5076515.918836675
3310,4,2,2,3,1,17,9837436.614790253
975,5,3,1,26,3,17,2516308.931516488
3310,1,3,2,14,5,10,9969588.388095101
1826,5,1,2,22,6,13,5445615.101223577
1470,3,2,1,14,3,5,4457413.160258525
1519,2,1,1,24,4,14,4198075.401203866
1641,3,1,1,16,5,14,4829488.337971651
2336,2,2,1,2,5,15,7116137.14751245
660,5,2,2,9,9,25,2177906.0880039404
2948,4,3,2,24,8,22,8856727.573008684
697,5,2,1,29,1,5,1850141.762792431
1783,1,3,2,20,2,22,4747405.372991182
1159,5,3,2,21,5,6,3685916.1641498036
2275,2,1,1,7,3,9,6862575.3185806405
1570,3,1,1,8,7,29,4496903.950906993
2510,4,1,1,23,6,9,7535107.911763168
